p,umbral,flat_corr,av_corr,mean_corr,aciertos,aciertos_pct,desaciertos,desaciertos_pct
0.9,0.0,0.012527667831591129,0.4801297493242644,0.07603480760639435,13709.0,0.022939709844212782,285096.0,0.4770602901557872
0.9,1.0,0.023097756649014492,0.6093729631389733,0.3293514363964804,10398.0,0.024301887498013406,203536.0,0.47569811250198657
0.9,2.0,0.029195266636520036,0.6296687315427167,0.5856107841423382,6708.0,0.026327357216867093,120688.0,0.4736726427831329
0.9,3.0,0.058497272136364735,0.7552878755853327,0.7098135954263219,5636.0,0.03243330340906475,81250.0,0.46756669659093525
0.9,4.0,0.09594303631158141,0.8833505800261708,0.8415205019132529,4096.0,0.04749315894439034,39026.0,0.4525068410556097
0.9,5.0,0.10958871276375043,0.943416733163231,0.9152309176491916,2370.0,0.07011419442636531,14531.0,0.4298858055736347
0.9,6.0,0.09782289902984609,0.9519519228001357,0.9431236200946591,1114.0,0.09648363069461285,4659.0,0.40351636930538715
0.9,7.0,0.07025415954727106,0.9285851975333661,0.9521136426911149,389.0,0.1258085381630013,1157.0,0.3741914618369987
0.9,8.0,0.04117932213340133,0.8564431857275739,0.9540042344074743,116.0,0.13942307692307693,300.0,0.3605769230769231
0.9,9.0,0.022258425556622087,0.7706142441790714,0.9544509838199017,32.0,0.14545454545454545,78.0,0.35454545454545455
0.9,10.0,0.013243524083741829,0.6346097553509917,0.9545513405719688,11.0,0.14864864864864866,26.0,0.35135135135135137
0.9,11.0,0.005001605008259594,0.5500124162639565,0.9545869510323797,2.0,0.125,6.0,0.375
0.9,12.0,0.0043103038567008835,0.47928426391495643,0.954596662976128,1.0,0.16666666666666666,2.0,0.3333333333333333
0.9,13.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,14.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,15.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,16.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,17.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,18.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,19.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,20.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.9,21.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,0.0,0.012615068474961372,0.48102784644208385,0.07596358668557258,13711.0,0.02294106033175942,285120.0,0.4770589396682406
0.95,1.0,0.0233102747675551,0.6101402760872516,0.32934496176731476,10405.0,0.024316429072213135,203545.0,0.47568357092778685
0.95,2.0,0.02936940072793916,0.6303667565873818,0.5855525124798477,6715.0,0.02634821232382208,120713.0,0.47365178767617794
0.95,3.0,0.05871095981735386,0.7554732639351703,0.7098071207971564,5643.0,0.032467607189707946,81259.0,0.4675323928102921
0.95,4.0,0.09620394130734712,0.8838170308204503,0.8414654675653452,4104.0,0.047549530761209595,39051.0,0.4524504692387904
0.95,5.0,0.10993677060731893,0.9437938661469276,0.9152665281096025,2375.0,0.07026627218934911,14525.0,0.4297337278106509
0.95,6.0,0.09797834340350019,0.9525843836082737,0.9431398066675731,1115.0,0.09662045060658579,4655.0,0.4033795493934142
0.95,7.0,0.06987842999392244,0.9290441007537895,0.9521071680619493,387.0,0.1253238341968912,1157.0,0.3746761658031088
0.95,8.0,0.04273409759831203,0.8578593814681432,0.9540366075533023,119.0,0.14441747572815533,293.0,0.35558252427184467
0.95,9.0,0.024146413535159936,0.7833012090237136,0.9544574584490674,35.0,0.15350877192982457,79.0,0.34649122807017546
0.95,10.0,0.01349158125068974,0.6330824774628686,0.9545545778865515,11.0,0.1527777777777778,25.0,0.3472222222222222
0.95,11.0,0.007465737783747314,0.5617021908498501,0.9545901883469624,3.0,0.16666666666666666,6.0,0.3333333333333333
0.95,12.0,0.0005549151304816307,0.46186726411433265,0.9545934256615453,0.0,0.0,2.0,0.5
0.95,13.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,14.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,15.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,16.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,17.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,18.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,19.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,20.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.95,21.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,0.0,0.01261850451616821,0.4802506109003618,0.07604451955014277,13710.0,0.022941459953682013,285094.0,0.477058540046318
0.99,1.0,0.02333504322758627,0.6088431401672314,0.32946797972146147,10404.0,0.024318638679818615,203506.0,0.4756813613201814
0.99,2.0,0.029431078959629847,0.6299180068601712,0.5856884796923256,6715.0,0.026356899502300097,120671.0,0.4736431004976999
0.99,3.0,0.05858157012002472,0.7549807967255309,0.7099107148638062,5637.0,0.03244951530083585,81221.0,0.46755048469916416
0.99,4.0,0.09610704745977393,0.8830187623615623,0.8416143840361543,4098.0,0.04754391256932037,38999.0,0.4524560874306796
0.99,5.0,0.10990387963261086,0.9431514188780931,0.9153668848616695,2371.0,0.07031018326315165,14490.0,0.42968981673684836
0.99,6.0,0.09783103939660917,0.9507827602853143,0.9432304514758917,1109.0,0.09677137870855149,4621.0,0.40322862129144854
0.99,7.0,0.06986886976739906,0.9271805206214621,0.9521524904661085,384.0,0.12598425196850394,1140.0,0.37401574803149606
0.99,8.0,0.041877560670255456,0.8563885763400274,0.9540366075533023,116.0,0.14285714285714285,290.0,0.35714285714285715
0.99,9.0,0.023225823299795275,0.7783468655354205,0.9544606957636501,33.0,0.15137614678899083,76.0,0.3486238532110092
0.99,10.0,0.01349158125068974,0.6330824774628686,0.9545545778865515,11.0,0.1527777777777778,25.0,0.3472222222222222
0.99,11.0,0.005001605008259594,0.5500124162639565,0.9545869510323797,2.0,0.125,6.0,0.375
0.99,12.0,0.0005549151304816307,0.46186726411433265,0.9545934256615453,0.0,0.0,2.0,0.5
0.99,13.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,14.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,15.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,16.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,17.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,18.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,19.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,20.0,0,0,0.9545999002907108,0.0,0,0.0,0
0.99,21.0,0,0,0.9545999002907108,0.0,0,0.0,0
